EmployeeNumber,Age,Attrition,BusinessTravel,Department,DistanceFromHome,Education,EducationField,EnvironmentSatisfaction,Gender,JobInvolvement,JobLevel,JobRole,JobSatisfaction,MaritalStatus,MonthlyIncome,MonthlyRate,NumCompaniesWorked,OverTime,PercentSalaryHike,PerformanceRating,RelationshipSatisfaction,StockOptionLevel,TotalWorkingYears,TrainingTimesLastYear,WorkLifeBalance,YearsAtCompany,YearsSinceLastPromotion,YearsWithCurrManager,DateBirth,RemoteWork,SatisfactionLevel
867,52,No,Travel_Rarely, Research & Development ,26,4,Unknown,3,Female,2,4, Manufacturing Director ,4,Married,6477,19028,3,No,22,4,3,0,31,3,3,9,0,0,1971,No,A
889,32,No,Travel_Rarely,Unknown,5,2,Life Sciences,2,Male,3,2, Sales Executive ,2,Unknown,6477,8891,1,No,14,3,4,1,10,3,3,10,5,3,1991,Yes,B
924,36,No,Travel_Rarely,Unknown,14,1,Life Sciences,3,Male,3,2, Healthcare Representative ,4,Unknown,6586,4821,0,No,17,3,1,1,Unknown,2,2,16,4,11,1987,No,A
976,52,No,Travel_Rarely,Unknown,1,2,Life Sciences,4,Male,3,4, Manager ,4,Married,17099,13829,2,No,15,3,2,1,26,2,3,9,7,8,1971,Yes,A
992,33,No,Non-Travel,Unknown,17,3,Unknown,4,Male,3,4, Manager ,3,Single,6477,20489,1,No,11,3,4,0,10,2,3,10,6,0,1990,No,A
1002,45,No,Non-Travel,Unknown,23,2,Life Sciences,4,Male,3,2, Laboratory Technician ,1,Unknown,6477,14039,1,Yes,15,3,3,1,9,2,3,9,0,8,1978,Yes,B
1073,36,No,Travel_Rarely, Research & Development ,12,5,Unknown,4,Female,2,3, Manufacturing Director ,4,Unknown,6477,15669,0,No,11,3,2,0,15,2,2,14,7,8,1987,Yes,A
1138,49,No,Travel_Rarely,Unknown,8,4,Unknown,4,Male,2,4, Sales Executive ,2,Unknown,13120,11879,6,No,17,3,2,1,22,3,3,9,2,3,1974,No,B
1192,29,No,Travel_Rarely,Unknown,6,1,Unknown,2,Female,3,1, Laboratory Technician ,4,Married,3131,26342,1,No,13,3,1,1,Unknown,5,3,10,0,8,1994,No,A
1196,37,No,Travel_Rarely, Research & Development ,1,3,Life Sciences,4,Female,2,2, Manufacturing Director ,4,Married,6477,9961,1,No,13,3,2,1,14,2,2,14,3,11,1986,Yes,A
1315,28,No,Non-Travel,Unknown,1,3,Unknown,3,Female,1,2, Laboratory Technician ,4,Married,6674,16392,0,No,11,3,1,3,10,6,3,9,7,5,1995,Yes,A
1324,31,No,Non-Travel,Unknown,2,4,Unknown,4,Female,3,3, Sales Executive ,3,Unknown,9852,8935,1,Yes,19,3,1,1,10,5,2,10,9,6,1992,Yes,A
1334,42,No,Non-Travel,Unknown,2,1,Life Sciences,3,Male,3,4, Manager ,3,Unknown,17861,26582,0,Yes,13,3,4,0,21,3,2,20,2,10,1981,No,A
1346,40,No,Travel_Rarely,Unknown,2,3,Life Sciences,3,Male,3,2, Research Scientist ,4,Single,6477,22455,1,No,13,3,3,0,9,4,3,9,8,8,1983,Yes,A
1356,34,No,Travel_Rarely,Unknown,15,2,Medical,3,Female,3,2, Sales Executive ,1,Single,6477,23553,1,No,12,3,4,0,Unknown,6,4,10,9,6,1989,Yes,B
1423,58,No,Travel_Rarely,Unknown,1,3,Unknown,4,Female,3,5, Research Director ,1,Unknown,6477,22456,3,No,21,4,3,1,Unknown,3,3,9,1,5,1965,No,B
1459,31,Yes,Travel_Frequently,Unknown,1,5,Unknown,3,Female,4,3, Manufacturing Director ,2,Unknown,7446,8931,1,No,11,3,1,0,Unknown,2,3,10,4,7,1992,Yes,B
1472,53,No,Travel_Rarely,Unknown,2,3,Medical,4,Male,4,4, Research Director ,2,Single,16598,19764,4,No,12,3,2,0,35,2,2,9,8,8,1970,Yes,B
1485,34,No,Travel_Rarely, Research & Development ,15,3,Unknown,2,Male,3,4, Research Director ,1,Unknown,6477,11929,7,No,14,3,4,2,16,3,2,14,6,9,1989,Yes,B
1543,37,No,Travel_Rarely,Unknown,13,3,Unknown,1,Male,3,2, Research Scientist ,4,Married,4285,3031,1,No,17,3,1,0,Unknown,2,3,10,3,7,1986,Yes,A
1547,42,No,Travel_Frequently,Unknown,2,3,Unknown,4,Male,3,3, Healthcare Representative ,4,Unknown,10124,18611,2,Yes,14,3,3,1,24,3,1,20,13,9,1981,Yes,A
1553,45,No,Travel_Rarely,Unknown,1,4,Unknown,1,Male,3,3, Healthcare Representative ,2,Divorced,6477,20933,1,No,12,3,1,3,Unknown,4,3,10,7,7,1978,Yes,B
1562,30,Yes,Travel_Rarely,Unknown,1,3,Unknown,2,Male,2,2, Sales Executive ,1,Married,9714,5323,1,No,11,3,4,1,Unknown,4,3,10,6,7,1993,Yes,B
1582,38,No,Travel_Rarely,Unknown,14,3,Life Sciences,3,Male,3,2, Sales Executive ,2,Married,9924,12355,0,No,11,3,4,1,10,3,3,9,7,7,1985,Yes,B
1606,50,No,Travel_Rarely,Unknown,20,5,Medical,2,Male,3,4, Healthcare Representative ,3,Unknown,11245,20689,2,No,15,3,3,1,32,3,3,30,12,13,1973,No,A
1658,34,No,Travel_Rarely,Unknown,3,3,Unknown,4,Female,3,2, Research Scientist ,2,Unknown,6477,19332,1,No,12,3,3,1,11,2,3,11,7,9,1989,Yes,B
1665,54,No,Travel_Rarely, Research & Development ,22,5,Unknown,2,Female,3,4, Manager ,3,Unknown,6477,18685,3,No,25,4,3,1,36,6,3,10,4,7,1969,Yes,A
1737,39,No,Travel_Rarely,Unknown,1,3,Life Sciences,4,Male,3,2, Laboratory Technician ,4,Married,6472,8989,1,No,15,3,4,1,Unknown,2,3,9,5,8,1984,Yes,A
1790,36,No,Travel_Rarely,Unknown,10,3,Life Sciences,4,Male,3,3, Healthcare Representative ,1,Unknown,8321,25949,7,No,13,3,4,1,15,1,3,12,5,7,1987,No,B
1823,34,No,Travel_Rarely,Unknown,8,2,Unknown,2,Male,4,2, Sales Executive ,3,Unknown,6477,22128,1,No,21,4,3,2,10,5,3,10,4,8,1989,No,A
1857,46,No,Travel_Rarely,Unknown,2,2,Life Sciences,4,Male,3,3, Manufacturing Director ,4,Divorced,8578,19989,3,No,14,3,3,1,12,4,2,9,4,7,1977,Yes,A
1864,27,No,Travel_Rarely,Unknown,23,1,Medical,2,Female,2,2, Sales Representative ,3,Married,6477,7018,1,No,21,4,4,1,Unknown,5,3,9,5,8,1996,No,A
1881,31,No,Travel_Rarely,Unknown,36,3,Life Sciences,2,Male,3,2, Laboratory Technician ,3,Divorced,4197,18624,1,No,11,3,1,1,10,2,3,10,0,2,1992,No,A
1888,45,No,Travel_Rarely, Research & Development ,25,2,Life Sciences,2,Female,2,2, Manufacturing Director ,4,Unknown,6477,23888,0,No,13,3,4,2,10,2,2,9,3,8,1978,Yes,A
1950,34,No,Travel_Rarely,Unknown,1,3,Marketing,1,Male,3,3, Sales Executive ,4,Unknown,9888,6770,1,No,21,4,1,0,14,3,2,14,2,1,1989,No,A
1962,35,No,Travel_Rarely,Unknown,7,4,Unknown,3,Female,3,2, Sales Executive ,4,Unknown,6477,13586,1,Yes,11,3,4,0,10,2,3,10,0,9,1988,No,A
1975,39,No,Travel_Rarely,Unknown,15,4,Marketing,2,Male,3,4, Sales Executive ,1,Single,13341,25098,0,No,12,3,1,0,21,3,3,20,11,10,1984,No,B
1986,40,No,Travel_Rarely,Unknown,2,2,Marketing,2,Female,3,2, Sales Executive ,2,Married,5677,4258,3,No,14,3,3,1,Unknown,4,3,11,5,10,1983,Yes,B
2000,47,No,Travel_Rarely, Research & Development ,1,1,Unknown,3,Female,3,3, Research Director ,2,Married,6477,17231,0,No,18,3,1,2,14,3,1,13,5,12,1976,Yes,B
2,49,No,Travel_Frequently,Unknown,8,1,Unknown,3,Male,2,2, Research Scientist ,2,Married,6477,24907,1,No,23,4,4,1,10,3,3,10,1,7,1974,Yes,B
5,33,No,Travel_Frequently,Unknown,19,4,Life Sciences,3,Female,3,1, Research Scientist ,3,Married,2909,23159,1,No,11,3,3,0,Unknown,3,3,8,3,0,1990,Yes,A
35,42,No,Travel_Rarely,Unknown,8,4,Unknown,3,Male,3,2, Sales Executive ,2,Unknown,6825,21173,0,No,11,3,4,1,10,2,3,9,4,2,1981,No,B
76,31,No,Travel_Rarely, Research & Development ,7,4,Life Sciences,4,Male,3,2, Laboratory Technician ,4,Divorced,6477,9528,3,No,22,4,4,1,Unknown,3,2,7,1,7,1992,No,A
98,31,No,Travel_Rarely,Unknown,8,4,Unknown,3,Female,3,2, Manufacturing Director ,4,Single,4424,20682,1,No,23,4,4,0,11,2,3,11,1,8,1992,No,A
120,51,No,Travel_Rarely,Unknown,21,4,Marketing,3,Male,3,2, Sales Executive ,4,Unknown,5441,8423,0,No,22,4,4,0,11,2,1,10,1,0,1972,Yes,A
147,34,Yes,Travel_Frequently,Unknown,7,3,Unknown,1,Male,1,2, Laboratory Technician ,3,Unknown,6074,22887,1,Yes,24,4,4,0,9,3,3,9,0,6,1989,Yes,A
154,36,No,Travel_Rarely,Unknown,11,2,Technical Degree,2,Female,3,3, Sales Executive ,4,Unknown,6477,22952,0,No,14,3,3,1,10,6,3,9,2,8,1987,No,A
159,30,No,Travel_Frequently,Unknown,23,3,Unknown,1,Male,1,1, Research Scientist ,3,Divorced,6477,22310,1,No,25,4,3,3,Unknown,2,2,10,0,9,1993,No,A
160,33,No,Non-Travel,Unknown,12,2,Unknown,3,Male,3,2, Sales Executive ,2,Married,6146,15480,0,No,13,3,1,1,Unknown,2,4,7,0,7,1990,Yes,B
163,31,Yes,Travel_Rarely,Unknown,6,4,Life Sciences,2,Male,1,2, Sales Executive ,3,Married,6172,20739,4,No,18,3,2,0,Unknown,3,2,7,7,7,1992,No,A
176,41,No,Travel_Rarely,Unknown,23,1,Unknown,3,Male,3,3, Sales Executive ,3,Divorced,6477,21196,3,Yes,13,3,3,1,Unknown,2,3,9,0,7,1982,No,A
177,26,No,Travel_Rarely,Unknown,25,1,Unknown,3,Female,3,1, Human Resources ,3,Unknown,6477,8916,1,No,23,4,4,1,8,3,3,8,5,7,1997,Yes,A
195,32,No,Travel_Rarely,Unknown,9,2,Unknown,4,Male,1,2, Sales Executive ,4,Divorced,4668,22812,0,No,17,3,4,3,Unknown,2,4,8,0,7,1991,Yes,A
202,40,No,Travel_Frequently,Unknown,26,3,Unknown,2,Female,3,2, Research Scientist ,2,Divorced,5605,8504,1,No,11,3,1,1,20,2,3,20,2,13,1983,No,B
205,53,No,Travel_Rarely, Sales ,6,2,Marketing,2,Male,3,2, Sales Representative ,3,Unknown,6477,16047,2,Yes,20,4,4,1,13,3,1,7,4,5,1970,Yes,A
252,33,No,Travel_Rarely, Research & Development ,14,3,Unknown,4,Female,3,1, Research Scientist ,2,Unknown,6477,4673,1,No,13,3,4,1,8,5,3,8,1,6,1990,Yes,B
258,51,No,Travel_Rarely,Unknown,3,3,Unknown,4,Female,3,4, Healthcare Representative ,2,Single,6477,7192,3,No,18,3,3,0,Unknown,6,3,7,1,0,1972,No,B
260,27,No,Travel_Rarely,Unknown,9,3,Medical,4,Female,3,1, Research Scientist ,2,Single,6477,11781,1,No,16,3,4,0,Unknown,2,2,7,0,3,1996,No,B
267,37,No,Travel_Rarely,Unknown,21,3,Life Sciences,2,Male,4,1, Research Scientist ,1,Unknown,3564,22977,1,Yes,12,3,1,1,Unknown,3,2,8,1,7,1986,Yes,B
275,49,No,Non-Travel,Unknown,18,4,Unknown,4,Male,3,2, Manufacturing Director ,4,Divorced,6804,23793,1,Yes,15,3,1,2,7,0,3,7,1,7,1974,No,A
293,27,No,Travel_Rarely,Unknown,20,3,Life Sciences,4,Female,3,2, Sales Executive ,3,Single,6477,12916,1,No,14,3,4,0,7,2,3,7,0,7,1996,No,A
302,45,No,Travel_Rarely, Sales ,6,3,Medical,4,Female,2,3, Sales Executive ,4,Single,6477,16840,6,No,12,3,4,0,23,2,3,19,12,8,1978,Yes,A
314,35,No,Travel_Rarely,Unknown,1,3,Unknown,3,Female,3,3, Sales Executive ,3,Single,6477,9096,1,No,14,3,1,0,10,3,4,10,0,8,1988,Yes,A
329,52,No,Travel_Rarely,Unknown,2,4,Life Sciences,1,Male,2,5, Manager ,3,Unknown,6477,21030,1,Yes,18,3,4,0,33,2,4,33,15,12,1971,Yes,A
361,38,No,Non-Travel, Sales ,2,2,Life Sciences,4,Male,2,2, Sales Executive ,4,Unknown,6477,19682,3,No,18,3,4,1,13,0,3,8,7,5,1985,Yes,A
363,46,No,Travel_Rarely,Unknown,27,3,Unknown,3,Female,1,4, Manager ,2,Married,6477,14977,3,Yes,12,3,2,1,28,2,2,7,7,7,1977,No,B
1013,54,No,Travel_Rarely,Unknown,17,3,Technical Degree,3,Female,3,3, Manufacturing Director ,3,Unknown,6477,13943,8,No,11,3,3,1,22,2,3,10,0,8,1969,Yes,A
1015,30,No,Travel_Rarely,Unknown,8,2,Unknown,2,Female,4,3, Research Director ,1,Unknown,6477,17802,0,Yes,12,3,3,3,Unknown,4,2,8,1,7,1993,Yes,B
1018,26,No,Travel_Rarely,Unknown,2,2,Medical,4,Male,4,2, Manufacturing Director ,4,Married,5472,3334,1,No,12,3,2,0,Unknown,2,3,8,1,3,1997,No,A
1034,55,No,Travel_Frequently,Unknown,18,4,Medical,3,Male,3,2, Healthcare Representative ,2,Married,6385,12992,3,No,14,3,4,2,Unknown,3,3,8,6,7,1968,Yes,B
1046,32,No,Non-Travel,Unknown,29,4,Unknown,4,Female,3,1, Laboratory Technician ,3,Single,6477,11135,9,No,12,3,2,0,10,2,3,8,7,7,1991,Yes,A
1050,53,No,Travel_Frequently,Unknown,2,3,Marketing,3,Female,2,3, Sales Executive ,2,Unknown,7525,23537,2,No,12,3,1,1,30,2,3,15,6,12,1970,Yes,B
1074,55,No,Travel_Rarely,Unknown,2,1,Unknown,3,Male,2,4, Manager ,1,Single,6477,17323,7,No,15,3,2,0,Unknown,3,4,9,6,2,1968,Yes,B
1082,28,Yes,Non-Travel,Unknown,24,2,Unknown,2,Male,2,3, Healthcare Representative ,1,Single,6477,12355,1,No,12,3,1,0,10,2,2,10,1,9,1995,No,B
1097,28,No,Travel_Rarely,Unknown,10,3,Other,3,Female,3,2, Research Scientist ,3,Single,3660,7909,3,No,13,3,4,0,Unknown,4,4,8,1,7,1995,Yes,A
1100,35,Yes,Travel_Rarely,Unknown,4,3,Technical Degree,4,Male,3,3, Sales Executive ,1,Unknown,6477,10333,0,No,22,4,1,0,9,2,3,8,4,7,1988,Yes,B
1101,33,Yes,Travel_Frequently, Research & Development ,36,4,Medical,3,Female,2,2, Research Scientist ,3,Single,6477,3129,1,No,22,4,2,0,14,4,3,13,3,8,1990,Yes,A
1106,25,Yes,Travel_Rarely, Research & Development ,4,1,Technical Degree,4,Male,3,1, Laboratory Technician ,4,Married,6477,4605,1,No,15,3,2,1,7,3,4,7,5,6,1998,Yes,A
1119,38,No,Travel_Rarely, Sales ,10,4,Unknown,3,Male,2,3, Sales Executive ,3,Unknown,8740,5569,0,Yes,14,3,2,2,9,2,3,8,2,7,1985,Yes,A
1126,43,No,Travel_Frequently,Unknown,27,3,Life Sciences,3,Female,3,3, Manufacturing Director ,1,Married,6477,11535,8,No,11,3,3,1,18,1,3,8,0,1,1980,No,B
1128,40,No,Travel_Rarely,Unknown,14,3,Unknown,3,Male,2,5, Research Director ,3,Unknown,6477,17544,1,No,14,3,1,0,Unknown,2,3,20,4,9,1983,Yes,A
1177,26,No,Travel_Rarely,Unknown,3,4,Unknown,1,Male,4,1, Laboratory Technician ,4,Unknown,6477,13421,1,No,22,4,2,1,8,2,3,8,0,7,1997,Yes,A
1182,35,No,Travel_Rarely,Unknown,2,3,Unknown,3,Male,2,3, Manufacturing Director ,2,Divorced,6477,19588,2,No,18,3,2,1,15,2,4,7,6,4,1988,Yes,B
1201,53,No,Travel_Rarely, Research & Development ,7,2,Medical,4,Female,3,5, Manager ,3,Divorced,6477,18640,3,No,18,3,2,1,26,6,3,7,4,7,1970,No,A
1218,35,No,Travel_Rarely,Unknown,17,4,Life Sciences,3,Male,3,2, Sales Executive ,1,Unknown,6477,21026,3,No,15,3,4,3,15,2,3,7,1,7,1988,Yes,B
1220,33,No,Travel_Rarely,Unknown,25,3,Medical,2,Female,3,2, Sales Executive ,3,Unknown,6477,4905,1,No,12,3,1,1,Unknown,3,2,10,0,1,1990,Yes,A
1224,30,No,Travel_Rarely,Unknown,7,4,Life Sciences,3,Male,3,2, Laboratory Technician ,3,Divorced,3491,11309,1,No,13,3,1,3,Unknown,4,2,10,8,9,1993,Yes,A
1235,32,No,Travel_Rarely,Unknown,2,2,Life Sciences,4,Female,3,2, Research Scientist ,3,Single,6477,2338,4,Yes,14,3,4,0,10,2,3,8,0,7,1991,No,A
1237,36,No,Travel_Rarely,Unknown,1,3,Technical Degree,3,Female,1,3, Manufacturing Director ,1,Divorced,10252,4235,2,Yes,21,4,3,1,17,2,3,7,7,7,1987,Yes,B
1255,43,No,Travel_Rarely, Research & Development ,3,3,Life Sciences,3,Male,1,5, Research Director ,4,Unknown,19740,18625,3,No,14,3,2,1,Unknown,2,3,8,0,7,1980,Yes,A
1264,29,No,Travel_Rarely,Unknown,1,3,Unknown,4,Female,2,4, Research Director ,4,Divorced,6477,3423,3,No,14,3,2,2,9,2,2,7,1,7,1994,Yes,A
1283,59,No,Travel_Rarely,Unknown,24,4,Unknown,3,Male,3,3, Manufacturing Director ,4,Single,6477,20002,6,No,12,3,4,0,Unknown,6,2,9,5,4,1964,No,A
1293,43,No,Travel_Rarely,Unknown,4,4,Marketing,4,Female,2,3, Sales Executive ,4,Single,6477,20364,3,No,14,3,4,0,23,3,4,21,15,17,1980,Yes,A
1295,44,Yes,Travel_Rarely,Unknown,15,3,Medical,1,Female,3,3, Healthcare Representative ,4,Married,6477,14075,1,No,11,3,4,1,Unknown,2,3,10,0,5,1979,Yes,A
1322,39,No,Travel_Rarely,Unknown,33,2,Unknown,1,Male,3,2, Manufacturing Director ,3,Single,4534,13352,0,No,11,3,1,0,Unknown,6,3,8,1,7,1984,Yes,A
1344,34,No,Travel_Rarely,Unknown,9,3,Unknown,4,Male,3,3, Healthcare Representative ,4,Unknown,8500,5494,0,No,11,3,4,1,10,0,2,9,1,6,1989,Yes,A
1355,38,No,Travel_Rarely,Unknown,2,2,Life Sciences,2,Female,3,2, Sales Executive ,1,Unknown,6477,19461,3,No,15,3,4,1,11,3,3,7,1,7,1985,Yes,B
1362,36,No,Travel_Frequently, Sales ,12,3,Marketing,3,Female,4,2, Sales Executive ,1,Married,4639,2261,2,No,16,3,4,1,Unknown,2,2,15,6,13,1987,Yes,B
1369,35,No,Travel_Rarely,Unknown,1,3,Unknown,4,Female,2,2, Laboratory Technician ,4,Unknown,5363,10846,0,No,12,3,2,1,10,0,3,9,0,0,1988,No,A
1377,34,No,Travel_Rarely,Unknown,29,3,Unknown,2,Male,3,2, Laboratory Technician ,3,Unknown,6477,17491,4,No,13,3,1,2,10,1,3,8,7,7,1989,No,A
1402,43,No,Travel_Rarely,Unknown,6,3,Medical,1,Female,2,2, Research Scientist ,3,Single,4081,20003,1,Yes,14,3,1,0,20,3,1,20,1,8,1980,No,A
1408,42,No,Travel_Rarely,Unknown,10,3,Human Resources,3,Female,3,4, Manager ,1,Married,6477,16616,0,No,14,3,3,1,21,5,3,20,0,9,1981,No,B
1417,26,No,Travel_Rarely,Unknown,7,3,Unknown,3,Male,4,1, Laboratory Technician ,1,Single,3578,23577,0,No,12,3,4,0,8,2,3,7,0,7,1997,Yes,B
1421,29,Yes,Travel_Rarely,Unknown,14,1,Other,3,Female,3,3, Healthcare Representative ,4,Single,6477,22930,0,Yes,12,3,1,0,Unknown,1,3,8,7,7,1994,Yes,A
1422,54,No,Travel_Rarely, Research & Development ,1,3,Unknown,4,Female,3,4, Research Director ,4,Unknown,17328,5652,6,No,19,3,4,0,29,3,2,20,12,7,1969,No,A
1424,55,No,Travel_Rarely,Unknown,1,4,Unknown,2,Male,4,4, Research Director ,4,Divorced,6477,12414,2,No,13,3,4,2,31,4,4,7,0,0,1968,Yes,A
1457,46,Yes,Travel_Rarely,Unknown,9,3,Marketing,1,Male,3,3, Sales Executive ,4,Divorced,6477,15986,4,No,11,3,1,1,28,1,4,7,4,3,1977,Yes,A
1460,45,No,Travel_Rarely,Unknown,20,3,Medical,2,Male,1,3, Healthcare Representative ,1,Unknown,10851,19863,2,Yes,18,3,2,1,Unknown,2,3,7,0,7,1978,No,B
1484,49,No,Travel_Rarely,Unknown,7,4,Life Sciences,3,Male,3,3, Healthcare Representative ,2,Divorced,10466,20948,3,No,14,3,2,2,29,3,3,8,0,7,1974,No,B
1497,29,No,Travel_Rarely,Unknown,19,3,Unknown,3,Male,2,2, Sales Executive ,3,Unknown,6477,23757,1,No,14,3,3,2,10,3,3,10,0,4,1994,Yes,A
1522,29,Yes,Travel_Rarely,Unknown,1,4,Technical Degree,1,Male,2,1, Research Scientist ,1,Single,2362,7568,6,No,13,3,3,0,Unknown,2,1,9,0,7,1994,Yes,B
1544,29,No,Travel_Rarely,Unknown,8,1,Other,3,Female,1,2, Healthcare Representative ,1,Unknown,6477,7288,3,No,13,3,3,1,9,3,3,7,0,7,1994,Yes,B
1572,53,Yes,Travel_Rarely,Unknown,2,5,Unknown,3,Female,2,3, Manufacturing Director ,4,Married,6477,14618,0,No,16,3,2,1,Unknown,4,3,33,1,9,1970,Yes,A
1608,44,No,Travel_Rarely,Unknown,7,3,Medical,2,Female,3,5, Research Director ,4,Unknown,6477,3549,0,Yes,14,3,4,1,Unknown,4,2,22,1,10,1979,No,A
1611,45,No,Travel_Rarely,Unknown,5,5,Unknown,3,Female,1,2, Laboratory Technician ,1,Unknown,5769,23447,1,No,14,3,1,0,10,3,3,10,1,4,1978,No,B
1612,45,No,Non-Travel,Unknown,26,3,Marketing,1,Male,2,2, Sales Executive ,1,Unknown,4385,24162,1,No,15,3,1,1,10,2,3,10,4,5,1978,No,B
1615,34,No,Travel_Frequently,Unknown,10,4,Unknown,3,Male,4,2, Manufacturing Director ,4,Unknown,6477,17000,1,No,13,3,1,1,9,3,3,9,7,2,1989,Yes,A
1619,27,No,Travel_Rarely, Research & Development ,36,3,Unknown,3,Male,2,1, Laboratory Technician ,1,Divorced,4066,16290,1,No,11,3,1,2,7,3,3,7,0,7,1996,Yes,B
1635,45,No,Travel_Rarely,Unknown,2,2,Unknown,4,Female,2,2, Manufacturing Director ,4,Divorced,6477,5388,1,No,19,3,1,2,10,3,3,10,3,9,1978,Yes,A
1642,44,No,Travel_Rarely,Unknown,1,5,Unknown,1,Male,3,2, Human Resources ,4,Married,6477,10503,4,Yes,11,3,3,0,14,3,3,10,0,2,1979,Yes,A
1653,25,No,Travel_Rarely,Unknown,2,1,Life Sciences,4,Male,4,2, Manufacturing Director ,3,Divorced,5206,4973,1,No,17,3,3,2,7,6,3,7,0,7,1998,No,A
1691,48,Yes,Travel_Frequently,Unknown,7,2,Unknown,4,Female,3,1, Sales Representative ,3,Unknown,2655,11740,2,No,11,3,3,2,19,3,3,9,7,7,1975,No,A
1693,26,No,Travel_Rarely,Unknown,7,3,Medical,4,Male,3,1, Laboratory Technician ,4,Unknown,2570,11925,1,No,20,4,3,0,7,5,3,7,5,7,1997,Yes,A
1703,44,No,Travel_Rarely,Unknown,2,3,Life Sciences,3,Female,4,3, Healthcare Representative ,4,Unknown,6477,14810,1,No,19,3,2,1,Unknown,2,3,8,6,7,1979,Yes,A
1727,46,No,Travel_Rarely, Research & Development ,13,4,Unknown,3,Male,3,2, Healthcare Representative ,2,Single,6477,9697,6,No,14,3,4,0,19,3,3,10,0,9,1977,Yes,B
1728,35,No,Travel_Rarely,Unknown,27,4,Life Sciences,4,Male,3,2, Manufacturing Director ,3,Married,6477,5151,2,No,16,3,2,1,17,3,3,7,0,7,1988,Yes,A
1745,30,No,Travel_Frequently,Unknown,2,4,Unknown,4,Female,2,1, Research Scientist ,1,Unknown,4968,26427,0,No,16,3,4,0,10,2,3,9,0,7,1993,No,B
1754,30,No,Travel_Rarely,Unknown,15,2,Marketing,3,Male,2,3, Sales Executive ,1,Unknown,6477,3088,2,No,11,3,1,1,Unknown,2,3,7,1,7,1993,Yes,B
1756,33,No,Non-Travel,Unknown,2,3,Marketing,4,Female,3,2, Sales Executive ,2,Unknown,5147,10697,8,No,15,3,4,0,13,2,2,11,1,7,1990,Yes,B
1764,32,No,Travel_Rarely,Unknown,5,4,Unknown,2,Male,3,1, Research Scientist ,2,Single,2718,17674,2,No,14,3,2,0,12,3,3,7,0,7,1991,Yes,B
1934,47,No,Travel_Rarely,Unknown,14,4,Unknown,3,Male,3,2, Research Scientist ,2,Married,6477,2125,8,No,18,3,3,1,Unknown,4,4,8,1,7,1976,No,B
1951,34,No,Travel_Rarely,Unknown,13,4,Medical,4,Male,3,3, Sales Executive ,3,Divorced,6477,22914,1,No,18,3,3,1,9,2,2,8,1,1,1989,Yes,A
1952,26,No,Travel_Rarely, Research & Development ,1,3,Medical,3,Male,3,1, Laboratory Technician ,1,Single,6477,20006,0,No,13,3,4,0,8,6,3,7,7,6,1997,Yes,B
1965,27,No,Travel_Rarely,Unknown,9,3,Unknown,4,Male,3,2, Sales Executive ,4,Unknown,6477,5099,1,No,14,3,1,0,Unknown,5,3,7,0,7,1996,No,A
1967,31,Yes,Travel_Frequently, Sales ,26,4,Marketing,1,Male,3,2, Sales Executive ,4,Unknown,6477,21075,1,Yes,11,3,3,0,10,4,3,10,0,8,1992,Yes,A
1979,31,No,Travel_Rarely,Unknown,10,3,Unknown,3,Female,3,3, Research Director ,3,Married,6477,26862,4,No,20,4,3,1,13,2,4,11,4,8,1992,Yes,A
2008,35,No,Travel_Rarely,Unknown,9,4,Medical,2,Male,3,2, Research Scientist ,3,Unknown,5098,18698,1,No,19,3,2,0,10,5,3,10,0,8,1988,Yes,A
2009,33,No,Travel_Rarely,Unknown,15,2,Unknown,2,Female,3,2, Healthcare Representative ,4,Married,6477,21653,0,Yes,13,3,1,1,Unknown,6,3,9,8,1,1990,Yes,A
2014,39,No,Travel_Rarely,Unknown,24,1,Life Sciences,1,Male,3,2, Research Scientist ,4,Single,6477,5340,7,No,13,3,1,0,Unknown,2,3,7,1,7,1984,No,A
2034,41,No,Travel_Rarely,Unknown,28,4,Life Sciences,1,Female,2,4, Manufacturing Director ,2,Married,13570,5640,0,No,23,3,3,1,21,3,3,20,0,10,1982,Yes,B
2035,34,No,Travel_Rarely, Sales ,28,3,Marketing,4,Female,2,2, Sales Executive ,3,Married,6712,8978,1,No,21,4,4,2,8,2,3,8,1,7,1989,No,A
2062,39,No,Travel_Rarely,Unknown,6,1,Unknown,4,Male,2,3, Healthcare Representative ,1,Unknown,9991,21457,4,No,15,3,1,1,Unknown,5,3,7,1,7,1984,Yes,B
28,34,No,Travel_Rarely,Unknown,7,4,Unknown,1,Female,3,3, Research Director ,2,Single,6477,21293,0,No,11,3,3,0,Unknown,4,3,12,2,11,1989,No,B
62,46,No,Travel_Rarely,Unknown,5,4,Unknown,1,Male,3,2, Sales Executive ,4,Single,6477,20445,4,No,21,3,3,0,14,4,3,9,0,8,1977,Yes,A
199,41,No,Travel_Frequently, Research & Development ,10,3,Life Sciences,4,Male,2,4, Manager ,1,Divorced,6477,12888,4,No,13,3,2,1,Unknown,2,2,7,7,7,1982,No,B
343,39,No,Travel_Rarely, Research & Development ,2,4,Unknown,3,Female,3,3, Healthcare Representative ,3,Single,10938,6420,0,No,25,4,4,0,20,1,3,19,11,8,1984,No,A
